,Date,Route,Type,MeterID,Well,SCADA Volumes
452,2/16/2021,FT UNION UPPER,GAS,49037179E:49037181E,ENDURANCE 1595 S32-13V,59.434569999999994
453,2/17/2021,FT UNION UPPER,GAS,49037179E:49037181E,ENDURANCE 1595 S32-13V,59.434569999999994
454,2/18/2021,FT UNION UPPER,GAS,49037179E:49037181E,ENDURANCE 1595 S32-13V,180.0054
455,2/19/2021,FT UNION UPPER,GAS,49037179E:49037181E,ENDURANCE 1595 S32-13V,173.1963
456,2/20/2021,FT UNION UPPER,GAS,49037179E:49037181E,ENDURANCE 1595 S32-13V,184.1663
457,2/21/2021,FT UNION UPPER,GAS,49037179E:49037181E,ENDURANCE 1595 S32-13V,157.5871
458,2/22/2021,FT UNION UPPER,GAS,49037179E:49037181E,ENDURANCE 1595 S32-13V,167.9877
459,2/23/2021,FT UNION UPPER,GAS,49037179E:49037181E,ENDURANCE 1595 S32-13V,155.3616
460,2/24/2021,FT UNION UPPER,GAS,49037179E:49037181E,ENDURANCE 1595 S32-13V,155.0667
461,2/25/2021,FT UNION UPPER,GAS,49037179E:49037181E,ENDURANCE 1595 S32-13V,155.0667
462,2/26/2021,FT UNION UPPER,GAS,49037179E:49037181E,ENDURANCE 1595 S32-13V,180.0331
463,2/27/2021,FT UNION UPPER,GAS,49037179E:49037181E,ENDURANCE 1595 S32-13V,180.0331
464,2/28/2021,FT UNION UPPER,GAS,49037179E:49037181E,ENDURANCE 1595 S32-13V,172.9357
465,1/29/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,145.5031
466,1/30/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,139.3237
467,1/31/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,167.8696
468,2/1/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,167.8696
469,2/2/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,138.1694
470,2/3/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,138.1694
471,2/4/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,185.7008
472,2/5/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,185.7008
473,2/6/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,178.0921
474,2/7/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,177.9338
475,2/8/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,177.9338
476,2/9/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,
477,2/10/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,180.6248
478,2/11/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,168.5458
479,2/12/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,170.6211
480,2/13/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,168.6868
481,2/14/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,154.1615
482,2/15/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,178.167
483,2/16/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,101.3441
484,2/17/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,98.77168
485,2/18/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,183.7993
486,2/19/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,147.6692
487,2/20/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,171.7956
488,2/21/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,153.983
489,2/22/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,153.983
490,2/23/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,130.4935
491,2/24/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,146.5847
492,2/25/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,135.5081
493,2/26/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,176.0094
494,2/27/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,170.2078
495,2/28/2021,FT UNION UPPER,GAS,49037179E:49037184E,ENDURANCE 1595 S32-19V,162.1713
496,1/29/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,151.2519
497,1/30/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,149.6418
498,1/31/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,149.6418
499,2/1/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,94.20573
500,2/2/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,147.1655
501,2/3/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,159.6768
502,2/4/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,151.5227
503,2/5/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,150.5964
504,2/6/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,155.3796
505,2/7/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,146.7045
506,2/8/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,145.5244
507,2/9/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,151.7595
508,2/10/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,142.8969
509,2/11/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,158.8886
510,2/12/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,158.8886
511,2/13/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,145.338
512,2/14/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,136.1003
513,2/15/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,136.1003
514,2/16/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,153.5278
515,2/17/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,142.793
516,2/18/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,142.793
517,2/19/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,147.3713
518,2/20/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,150.7845
519,2/21/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,135.1441
520,2/22/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,145.195
521,2/23/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,142.4739
522,2/24/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,148.1544
523,2/25/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,130.5725
524,2/26/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,161.8614
525,2/27/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,169.7821
526,2/28/2021,FT UNION UPPER,GAS,49037179E:49037185E,ENDURANCE 1595 S32-21V,161.0816
527,1/29/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,217.3904
528,1/30/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,210.4029
529,1/31/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,218.5172
530,2/1/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,218.5172
531,2/2/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,218.8224
532,2/3/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,218.8224
533,2/4/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,209.7102
534,2/5/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,210.1398
535,2/6/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,206.419
536,2/7/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,206.419
537,2/8/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,212.2094
538,2/9/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,208.2398
539,2/10/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,209.6528
540,2/11/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,209.6528
541,2/12/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,209.7431
542,2/13/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,199.3045
543,2/14/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,107.9211
544,2/15/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,193.3047
545,2/16/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,324.175
546,2/17/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,260.9743
547,2/18/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,244.7846
548,2/19/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,232.2212
549,2/20/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,219.9094
550,2/21/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,171.3701
551,2/22/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,200.2649
552,2/23/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,228.3683
553,2/24/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,231.8476
554,2/25/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,253.4192
555,2/26/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,269.8189
556,2/27/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,253.5237
557,2/28/2021,FT UNION UPPER,GAS,49037180E,ENDURANCE 1595 S32-25V,251.4368
558,1/29/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,516.0235
559,1/30/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,516.0235
560,1/31/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,525.1532
561,2/1/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,526.2224
562,2/2/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,523.5361
563,2/3/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,434.0965
564,2/4/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,479.1759
565,2/5/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,540.0064
566,2/6/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,519.9131
567,2/7/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,512.2667
568,2/8/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,361.5303
569,2/9/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,300.828
570,2/10/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,581.3446
571,2/11/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,451.92
572,2/12/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,542.7296
573,2/13/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,486.3392
574,2/14/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,486.3392
575,2/15/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,194.688
576,2/16/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,254.0532
577,2/17/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,511.8743
578,2/18/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,743.6988
579,2/19/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,657.7948
580,2/20/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,591.762
581,2/21/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,575.6061
582,2/22/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,575.6061
583,2/23/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,354.6505
584,2/24/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,519.3425
585,2/25/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,526.6204
586,2/26/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,401.449
587,2/27/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,397.1895
588,2/28/2021,FT UNION UPPER,GAS,49037182E,ENDURANCE 1595 S32-26V,511.5166
589,1/29/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,874.6692
590,1/30/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,
591,1/31/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,
592,2/1/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,875.0161
593,2/2/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,876.6901
594,2/3/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,889.6987
595,2/4/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,
596,2/5/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,878.7510000000001
597,2/6/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,
598,2/7/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,
599,2/8/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,
600,2/9/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,862.7186
601,2/10/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,
602,2/11/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,
603,2/12/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,853.7639
604,2/13/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,756.1558
605,2/14/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,746.9636
606,2/15/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,
607,2/16/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,637.1476
608,2/17/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,111.18299999999999
609,2/18/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,841.5211
610,2/19/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,
611,2/20/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,
612,2/21/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,
613,2/22/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,814.1619
614,2/23/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,
615,2/24/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,
616,2/25/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,
617,2/26/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,
618,2/27/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,
619,2/28/2021,FT UNION UPPER,GAS,49037193E,ENDURANCE 41-29S1 CP,840.6024
620,1/29/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,233.5879
621,1/30/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,229.4153
622,1/31/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,236.0356
623,2/1/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,233.68200000000002
624,2/2/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,237.8501
625,2/3/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,244.6492
626,2/4/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,217.84900000000002
627,2/5/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,238.5924
628,2/6/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,202.0831
629,2/7/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,221.8167
630,2/8/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,238.40099999999998
631,2/9/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,225.6229
632,2/10/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,219.8665
633,2/11/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,217.5941
634,2/12/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,222.4282
635,2/13/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,216.3743
636,2/14/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,207.3168
637,2/15/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,431.6694
638,2/16/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,123.4339
639,2/17/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,73.30071
640,2/18/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,102.57700000000001
641,2/19/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,180.0927
642,2/20/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,231.4929
643,2/21/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,240.0471
644,2/22/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,223.597
645,2/23/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,233.6821
646,2/24/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,235.9926
647,2/25/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,236.5084
648,2/26/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,226.1049
649,2/27/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,235.048
650,2/28/2021,FT UNION UPPER,GAS,49037194E,ENDURANCE 41-29S1LH,225.085
651,1/29/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,156.675
652,1/30/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,151.1634
653,1/31/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,161.3704
654,2/1/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,158.004
655,2/2/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,156.1785
656,2/3/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,160.3172
657,2/4/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,147.3084
658,2/5/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,158.9059
659,2/6/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,163.3023
660,2/7/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,151.1729
661,2/8/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,154.4051
662,2/9/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,157.7226
663,2/10/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,159.5499
664,2/11/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,153.7742
665,2/12/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,155.159
666,2/13/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,118.3304
667,2/14/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,97.64146
668,2/15/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,82.83292
669,2/16/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,41.06081
670,2/17/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,14.36924
671,2/18/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,97.4861
672,2/19/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,295.8825
673,2/20/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,256.1938
674,2/21/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,178.9051
675,2/22/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,116.6688
676,2/23/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,145.5517
677,2/24/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,156.9217
678,2/25/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,159.6111
679,2/26/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,154.3007
680,2/27/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,148.7504
681,2/28/2021,FT UNION UPPER,GAS,49037195E,ENDURANCE 41-29S1MH,142.3346
682,1/29/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,593.9229
683,1/30/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,595.1939
684,1/31/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,589.9847
685,2/1/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,592.6887
686,2/2/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,591.9988
687,2/3/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,593.7996
688,2/4/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,594.7909999999999
689,2/5/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,594.3643
690,2/6/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,596.0969
691,2/7/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,596.4154
692,2/8/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,596.1511
693,2/9/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,598.2244
694,2/10/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,597.5557
695,2/11/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,595.8594
696,2/12/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,595.2193
697,2/13/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,532.7563
698,2/14/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,557.0138
699,2/15/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,621.378
700,2/16/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,608.812
701,2/17/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,191.8598
702,2/18/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,742.8018
703,2/19/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,677.8282
704,2/20/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,621.5633
705,2/21/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,592.9548
706,2/22/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,592.2637
707,2/23/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,599.0952
708,2/24/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,593.0789
709,2/25/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,604.2393
710,2/26/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,599.1766
711,2/27/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,593.8212
712,2/28/2021,FT UNION UPPER,GAS,49037196E,ENDURANCE 41-29S1UH,598.2813
713,1/29/2021,FT UNION UPPER,GAS,49037198E,ENDURANCE 1595-S32-29S NW1 CP,561.4506
714,1/30/2021,FT UNION UPPER,GAS,49037198E,ENDURANCE 1595-S32-29S NW1 CP,619.8411
715,1/31/2021,FT UNION UPPER,GAS,49037198E,ENDURANCE 1595-S32-29S NW1 CP,436.0374
716,2/1/2021,FT UNION UPPER,GAS,49037198E,ENDURANCE 1595-S32-29S NW1 CP,632.0969
717,2/2/2021,FT UNION UPPER,GAS,49037198E,ENDURANCE 1595-S32-29S NW1 CP,601.2072
718,2/3/2021,FT UNION UPPER,GAS,49037198E,ENDURANCE 1595-S32-29S NW1 CP,642.5363
719,2/4/2021,FT UNION UPPER,GAS,49037198E,ENDURANCE 1595-S32-29S NW1 CP,597.7196
720,2/5/2021,FT UNION UPPER,GAS,49037198E,ENDURANCE 1595-S32-29S NW1 CP,601.8287
721,2/6/2021,FT UNION UPPER,GAS,49037198E,ENDURANCE 1595-S32-29S NW1 CP,575.6822
722,2/7/2021,FT UNION UPPER,GAS,49037198E,ENDURANCE 1595-S32-29S NW1 CP,582.9108
723,2/8/2021,FT UNION UPPER,GAS,49037198E,ENDURANCE 1595-S32-29S NW1 CP,574.8893
724,2/9/2021,FT UNION UPPER,GAS,49037198E,ENDURANCE 1595-S32-29S NW1 CP,592.3931
