Date,Route,Type,MeterID,Well,SCADA Volumes,PRAMS Production,PRAMS Sales
2/1/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1356.079,1369.66,0.0
2/2/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1359.109,1356.08,0.0
2/3/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1364.3039999999999,1359.11,0.0
2/4/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1323.162,1364.3,0.0
2/5/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1368.755,1323.16,0.0
2/6/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1347.381,1368.76,0.0
2/7/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1358.479,1347.38,0.0
2/8/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1366.3929999999998,1358.48,0.0
2/9/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1259.9389999999999,1366.39,0.0
2/10/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1194.566,1259.94,0.0
2/11/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1343.765,1194.57,0.0
2/12/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1238.396,1343.77,0.0
2/13/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1307.683,1238.4,0.0
2/14/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1277.483,1307.68,0.0
2/15/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,976.8846,1277.48,0.0
2/16/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,328.8091,976.88,0.0
2/17/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,0.0,328.81,0.0
2/18/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,622.6697,0.0,0.0
2/19/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1547.1229999999998,622.67,0.0
2/20/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1505.1789999999999,1547.12,0.0
2/21/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1428.69,1505.18,0.0
2/22/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1421.8770000000002,1428.69,0.0
2/23/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1379.299,1421.88,0.0
2/24/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1194.7910000000002,1379.3,0.0
2/25/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1297.907,1194.79,0.0
2/26/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1322.664,1297.91,0.0
2/27/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1240.892,1322.66,0.0
2/28/2021,FT UNION UPPER,GAS,49037097E,BARRICADE 1595-S31 CP,1228.483,1240.89,0.0
2/1/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,461.7697,460.76,0.0
2/2/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,464.6587,461.77,0.0
2/3/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,466.12199999999996,464.66,0.0
2/4/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,458.0866,466.12,0.0
2/5/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,466.9194,458.09,0.0
2/6/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,467.7712,466.92,0.0
2/7/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,456.5532,467.77,0.0
2/8/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,467.1215,456.55,0.0
2/9/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,466.9283,467.12,0.0
2/10/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,457.3964,466.93,0.0
2/11/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,465.7368,457.4,0.0
2/12/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,458.4259,465.74,0.0
2/13/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,466.5555,458.43,0.0
2/14/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,450.3694,466.56,0.0
2/15/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,416.5006,450.37,0.0
2/16/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,469.1814,416.5,0.0
2/17/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,458.8916,469.18,0.0
2/18/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,451.5999,458.89,0.0
2/19/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,465.0282,451.6,0.0
2/20/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,464.6592,465.03,0.0
2/21/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,462.3295,464.66,0.0
2/22/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,465.3058,462.33,0.0
2/23/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,463.9416,465.31,0.0
2/24/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,458.108,463.94,0.0
2/25/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,460.4691,458.11,0.0
2/26/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,460.3899,460.47,0.0
2/27/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,452.9859,460.39,0.0
2/28/2021,FT UNION UPPER,GAS,49037103E,BARRICADE 1595-S31-11V,453.5133,452.99,0.0
2/1/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,954.7502,968.54,0.0
2/2/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,954.2952,954.75,0.0
2/3/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,954.8303,954.3,0.0
2/4/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,927.4978,954.83,0.0
2/5/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,968.811,927.5,0.0
2/6/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,945.8714,968.81,0.0
2/7/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,964.3615,945.87,0.0
2/8/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,959.6284,964.36,0.0
2/9/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,865.8665,959.63,0.0
2/10/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,805.2685,865.87,0.0
2/11/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,937.3475,805.27,0.0
2/12/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,846.6726,937.35,0.0
2/13/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,909.4795,846.67,0.0
2/14/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,919.7153,909.48,0.0
2/15/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,747.9415,919.72,0.0
2/16/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,428.6111,747.94,0.0
2/17/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,343.4255,428.61,0.0
2/18/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,597.4943,343.43,0.0
2/19/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,1152.629,597.49,0.0
2/20/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,1105.9660000000001,1152.63,0.0
2/21/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,1033.192,1105.97,0.0
2/22/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,1030.797,1033.19,0.0
2/23/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,985.2078,1030.8,0.0
2/24/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,825.0482,985.21,0.0
2/25/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,916.2838,825.05,0.0
2/26/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,933.4363,916.28,0.0
2/27/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,870.6392,933.44,0.0
2/28/2021,FT UNION UPPER,GAS,49037106E,BARRICADE 1595-S31-16V,865.9314,870.64,0.0
2/1/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,812.3127,813.83,0.0
2/2/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,800.9597,812.31,0.0
2/3/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,844.5032,800.96,0.0
2/4/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,866.2182,844.5,0.0
2/5/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,858.4183,866.22,0.0
2/6/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,850.3627,858.42,0.0
2/7/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,846.9347,850.36,0.0
2/8/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,842.6191,846.93,0.0
2/9/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,797.1925,842.62,0.0
2/10/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,821.2014,797.19,0.0
2/11/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,845.8539999999999,821.2,0.0
2/12/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,819.6835,845.85,0.0
2/13/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,824.4457,819.68,0.0
2/14/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,652.9543,824.45,0.0
2/15/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,488.4035,652.95,0.0
2/16/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,180.8722,488.4,0.0
2/17/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,51.10593,180.87,0.0
2/18/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,531.7567,51.11,0.0
2/19/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,1075.732,531.76,0.0
2/20/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,985.5764,1075.73,0.0
2/21/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,934.2415,985.58,0.0
2/22/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,914.7805,934.24,0.0
2/23/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,894.6556,914.78,0.0
2/24/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,797.1955,894.66,0.0
2/25/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,854.9996,797.2,0.0
2/26/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,844.1148,855.0,0.0
2/27/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,809.9456,844.11,0.0
2/28/2021,FT UNION UPPER,GAS,49037118E,BARRICADE 23-31 CP,815.8138,809.95,0.0
2/1/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,126.2997,135.77,0.0
2/2/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,102.4383,126.3,0.0
2/3/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,146.6324,102.44,0.0
2/4/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,182.4408,146.63,0.0
2/5/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,157.9815,182.44,0.0
2/6/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,159.0207,157.98,0.0
2/7/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,152.8958,159.02,0.0
2/8/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,155.0593,152.9,0.0
2/9/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,151.3685,155.06,0.0
2/10/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,150.7988,151.37,0.0
2/11/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,142.1171,150.8,0.0
2/12/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,148.599,142.12,0.0
2/13/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,156.855,148.6,0.0
2/14/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,141.6387,156.85,0.0
2/15/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,128.4419,141.64,0.0
2/16/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,157.5865,128.44,0.0
2/17/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,150.7905,157.59,0.0
2/18/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,148.4191,150.79,0.0
2/19/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,148.5259,148.42,0.0
2/20/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,148.9414,148.53,0.0
2/21/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,149.2536,148.94,0.0
2/22/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,152.738,149.25,0.0
2/23/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,144.2288,152.74,0.0
2/24/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,152.6395,144.23,0.0
2/25/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,155.0417,152.64,0.0
2/26/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,152.2062,155.04,0.0
2/27/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,149.466,152.21,0.0
2/28/2021,FT UNION UPPER,GAS,49037119E,BARRICADE 23-31-2H,155.6148,149.47,0.0
2/1/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,747.02,739.86,0.0
2/2/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,752.9671,747.02,0.0
2/3/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,750.8939,752.97,0.0
2/4/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,747.5844,750.89,0.0
2/5/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,757.0953,747.58,0.0
2/6/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,758.2847,757.1,0.0
2/7/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,756.1426,758.28,0.0
2/8/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,754.9871,756.14,0.0
2/9/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,725.8162,754.99,0.0
2/10/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,731.7021,725.82,0.0
2/11/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,772.9051,731.7,0.0
2/12/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,751.3636,772.91,0.0
2/13/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,734.1838,751.36,0.0
2/14/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,625.39,734.18,0.0
2/15/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,429.4916,625.39,0.0
2/16/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,446.2712,429.49,0.0
2/17/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,212.0833,446.27,0.0
2/18/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,435.5044,212.08,0.0
2/19/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,989.4873,435.5,0.0
2/20/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,907.6439999999999,989.49,0.0
2/21/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,873.5212,907.64,0.0
2/22/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,851.8406,873.52,0.0
2/23/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,835.8754,851.84,0.0
2/24/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,792.9760000000001,835.88,0.0
2/25/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,818.0561,792.98,0.0
2/26/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,742.2181,818.06,0.0
2/27/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,710.4355,742.22,0.0
2/28/2021,FT UNION UPPER,GAS,49037121E,BARRICADE 23-31-3H,711.8715,710.44,0.0
2/1/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,828.8801,862.86,0.0
2/2/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,807.9441,828.88,0.0
2/3/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,820.1645,807.94,0.0
2/4/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,837.2982,820.16,0.0
2/5/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,817.8223,837.3,0.0
2/6/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,824.4269,817.82,0.0
2/7/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,847.8905,824.43,0.0
2/8/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,821.7814,847.89,0.0
2/9/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,826.3055,821.78,0.0
2/10/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,837.1976,826.31,0.0
2/11/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,834.1451,837.2,0.0
2/12/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,812.8636,834.15,0.0
2/13/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,820.6464,812.86,0.0
2/14/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,689.1847,820.65,0.0
2/15/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,523.7977,689.18,0.0
2/16/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,825.6732,523.8,0.0
2/17/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,643.42,825.67,0.0
2/18/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,382.0922,643.42,0.0
2/19/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,898.0216,382.09,0.0
2/20/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,915.0754,898.02,0.0
2/21/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,939.0482,915.08,0.0
2/22/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,928.0929,939.05,0.0
2/23/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,886.0303,928.09,0.0
2/24/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,843.5386,886.03,0.0
2/25/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,840.6125,843.54,0.0
2/26/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,844.8788,840.61,0.0
2/27/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,689.6793,844.88,0.0
2/28/2021,FT UNION UPPER,GAS,49037128E,BARRICADE 41-6S1LH,843.5145,689.68,0.0
2/1/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,745.2659,742.62,0.0
2/2/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,733.9576,745.27,0.0
2/3/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,725.2473,733.96,0.0
2/4/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,712.64,725.25,0.0
2/5/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,711.069,712.64,0.0
2/6/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,715.1918,711.07,0.0
2/7/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,732.7774,715.19,0.0
2/8/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,723.9674,732.78,0.0
2/9/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,719.722,723.97,0.0
2/10/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,719.6722,719.72,0.0
2/11/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,726.2571,719.67,0.0
2/12/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,733.1019,726.26,0.0
2/13/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,721.2662,733.1,0.0
2/14/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,504.6917,721.27,0.0
2/15/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,442.1484,504.69,0.0
2/16/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,759.0893,442.15,0.0
2/17/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,553.6976,759.09,0.0
2/18/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,364.9066,553.7,0.0
2/19/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,780.7776,364.91,0.0
2/20/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,791.3101,780.78,0.0
2/21/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,772.6325,791.31,0.0
2/22/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,763.4009,772.63,0.0
2/23/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,763.1511,763.4,0.0
2/24/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,766.0089999999999,763.15,0.0
2/25/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,759.4174,766.01,0.0
2/26/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,752.6737,759.42,0.0
2/27/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,593.5287,752.67,0.0
2/28/2021,FT UNION UPPER,GAS,49037132E,BARRICADE 41-6S1MH,755.2130000000001,593.53,0.0
2/1/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,162.9456,165.02,165.02
2/2/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,169.90400000000002,162.95,162.95
2/3/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,170.9072,169.9,169.9
2/4/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,163.2775,170.91,170.91
2/5/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,173.4123,163.28,163.28
2/6/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,167.4031,173.41,173.41
2/7/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,169.0939,167.4,167.4
2/8/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,168.0871,169.09,169.09
2/9/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,155.6562,168.09,168.09
2/10/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,165.9862,155.66,155.66
2/11/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,151.1425,165.99,165.99
2/12/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,154.9394,151.14,151.14
2/13/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,162.7203,154.94,154.94
2/14/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,79.46083,162.72,162.72
2/15/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,61.47606,79.46,79.46
2/16/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,59.94307,61.48,61.48
2/17/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,28.946920000000002,59.94,59.94
2/18/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,38.69655,28.95,28.95
2/19/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,24.33288,38.7,38.7
2/20/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,10.90245,24.33,24.33
2/21/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,11.019060000000001,10.9,10.9
2/22/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,0.0,11.02,11.02
2/23/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,43.25764,0.0,0.0
2/24/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,59.687180000000005,43.26,43.26
2/25/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,40.69117,59.69,59.69
2/26/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,25.51407,40.69,40.69
2/27/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,16.36971,25.51,25.51
2/28/2021,FT UNION UPPER,GAS,49037133E,BARRICADE 32NE-6D,20.44321,16.37,16.37
2/1/2021,FT UNION UPPER,GAS,49037143E,BARRICADE 41SW-6D,165.3318,165.83,0.0
2/2/2021,FT UNION UPPER,GAS,49037143E,BARRICADE 41SW-6D,162.9613,165.33,0.0
2/3/2021,FT UNION UPPER,GAS,49037143E,BARRICADE 41SW-6D,162.234,162.96,0.0
2/4/2021,FT UNION UPPER,GAS,49037143E,BARRICADE 41SW-6D,152.8823,162.23,0.0
2/5/2021,FT UNION UPPER,GAS,49037143E,BARRICADE 41SW-6D,158.2771,152.88,0.0
