Date,Route,Type,MeterID,Well,SCADA Volumes,PRAMS Production,PRAMS Sales
2/18/2021,FT UNION LOWER,GAS,49037217E,POWDER MOUNTAIN UNIT 34-26X,38.91755,0.12,0.12
2/19/2021,FT UNION LOWER,GAS,49037217E,POWDER MOUNTAIN UNIT 34-26X,54.21538,38.92,38.92
2/20/2021,FT UNION LOWER,GAS,49037217E,POWDER MOUNTAIN UNIT 34-26X,67.81238,54.22,54.22
2/21/2021,FT UNION LOWER,GAS,49037217E,POWDER MOUNTAIN UNIT 34-26X,32.659440000000004,67.81,67.81
2/22/2021,FT UNION LOWER,GAS,49037217E,POWDER MOUNTAIN UNIT 34-26X,31.868940000000002,32.66,32.66
2/23/2021,FT UNION LOWER,GAS,49037217E,POWDER MOUNTAIN UNIT 34-26X,9.461464,31.87,31.87
2/24/2021,FT UNION LOWER,GAS,49037217E,POWDER MOUNTAIN UNIT 34-26X,0.01474056,9.46,9.46
2/25/2021,FT UNION LOWER,GAS,49037217E,POWDER MOUNTAIN UNIT 34-26X,31.08162,0.01,0.01
2/26/2021,FT UNION LOWER,GAS,49037217E,POWDER MOUNTAIN UNIT 34-26X,19.12298,31.08,31.08
2/27/2021,FT UNION LOWER,GAS,49037217E,POWDER MOUNTAIN UNIT 34-26X,8.908792,19.12,19.12
2/28/2021,FT UNION LOWER,GAS,49037217E,POWDER MOUNTAIN UNIT 34-26X,8.245599,8.91,8.91
