MeterId,Fac Id,Desc,Date,VolYdy,Casing,Tubing,Static
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,2/2/2021,,,,
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,2/2/2021,296.303,,,61.27141849
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,2/2/2021,710.064,,,65.14706074
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,2/2/2021,169.904,,,24.66394913
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,2/2/2021,1741.019,,,198.5746947
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,2/2/2021,807.9441,,,29.78095906
49037132E,BARCAD_41_6_MH_2,Barricade 41-6 MH 2,2/2/2021,733.9576,,,27.79085239
49037143E,BARCAD_41_SW_6D,Barricade 41 SW-6D,2/2/2021,162.9613,,,23.70133667
49037097E,BARCAD_S31_1116_CP,Barricade 1595-S31-11V-16V Check,2/2/2021,1359.109,,,195.8444268
49037150E,BARCAD_UNIT_11_7,Barricade Unit 11-7,2/2/2021,,,,
49037151E,BARCAD_UNIT_14_1_CP,Barricade Unit 14-1 CP,2/2/2021,672.1312,,,215.5663473
49037152E,BARCAD_UNIT_14_1H_1,Barricade Unit 14-1H 1,2/2/2021,617.441,,,84.85022652
49037153E,BARCAD_UNIT_14_1V,Barricade Unit 14-1V,2/2/2021,125.4342,,,339.5609366
49037110E,BARCAD_UNIT_24_36,Barricade Unit 24-36,2/2/2021,136.4113,,,91.87330049
49037149E,BARCAD_UNIT_44_1S2M,BARRICADE 44-1 SWD BB,2/2/2021,16.8777,,,119.0293353
49037159E,CEPO_FEDERAL_03_19ST,Cepo Federal  03-19ST,2/2/2021,,,,
49037166E,CEPO_FEDERAL_20_17,Cepo Federal  20-17,2/2/2021,1086.564,,,216.9875436
49037167E:49037168E,CEPO_FEDERAL_23_07_M,Cepo Federal  23-07 M,2/2/2021,154.8261,,,216.8773861
49037193E,ENDUR_41_29_CP,Endurance 41-29 CP,2/2/2021,876.6901,,,192.4881105
49037194E,ENDUR_41_29_S1LH_2,Endurance 41-29 S1LH 2,2/2/2021,237.8501,,,63.63975499
49037195E,ENDUR_41_29_S1MH_2,Endurance 41-29 S1MH 2,2/2/2021,156.1785,,,60.98527532
49037196E,ENDUR_41_29_S1UH_2,Endurance 41-29 S1UH 2,2/2/2021,591.9988,,,63.29431838
49037174E:49037173E,ENDUR_S29_18V_ALL,Endurance S29 18V Allocation,2/2/2021,314.5729,,,58.12991832
49037178E:49037190E,ENDUR_S29_29V_ALL,Endurance S29 29V Allocation,2/2/2021,128.2564,,,61.27659015
49037179E:49037181E,ENDUR_S32_13V_ALL,Endurance S32 13V Allocation,2/2/2021,170.3298,,,52.3601998
49037179E:49037184E,ENDUR_S32_19V_ALL,Endurance S32 19V Allocation,2/2/2021,138.1694,,,56.76567444
49037179E:49037185E,ENDUR_S32_21V_ALL,Endurance S32 21V Allocation,2/2/2021,147.1655,,,46.08632405
49037180E,ENDUR_S32_25V_ALL,Endurance S32 25V Allocation,2/2/2021,218.8224,,,66.02182413
49037182E,ENDUR_S32_26V_ALL,Endurance S32 26V Allocation,2/2/2021,523.5361,,,184.6721697
49037201S,ENDUR_S32_7WP_CK,Endurance S32 1595 Sales Check,2/2/2021,1395.337,,,193.6036898
49037198E,ENDUR_S32_7WP_CMP1,Endurance S32 1595 Comp.1,2/2/2021,601.2072,,,199.2837544
49037199S,ENDUR_S32_7WP_CMP2,Endurance S32 1595 Comp.2,2/2/2021,480.4149,,,196.8317773
49037200S,ENDUR_S32_7WP_FG,Endurance S32 1595 Fuel Gas,2/2/2021,139.6621,,,103.7227324
49037204S,ENDUR_UNIT_21_32,Endurance Unit 21-32,2/2/2021,11.68251,,,35.19973215
49037202S,ENDUR_UNIT_23_5,Endurance Unit  23-5,2/2/2021,147.669,,,411.072454
49037219E,ENDUR_UNIT_23_5_GL,Endurance 23-5 Gas Lift Meter,2/2/2021,576.9315,,,423.0901089
49037206E,ENDUR_UNIT_44_29,Endurance Unit 44-29,2/2/2021,113.8601,,,191.664366
49037203S,ENDUR_UNIT_44_32,Endurance Unit  44-32,2/2/2021,193.2423,,,76.58688872
49037210E,MANCMP_FTUN_CK,ManCamp Sales Check,2/2/2021,5603.795,,,227.0542039
49037209E,MANCMP_FTUN_FG,ManCamp Fuel Gas,2/2/2021,31.70722,,,108.4123235
49037211S,MANCMP_FTUN_VRU,ManCamp VRU,2/2/2021,0,,,11.70420435
49037212S,MANCMP_S08_23V_ALL,FTUN 1495 S08-23V Allocation,2/2/2021,1680.273,724.7048013,225.3261574,218.2868416
49037213S,MANCMP_S08_24V_ALL,FTUN 1495 S08-24V Allocation,2/2/2021,1099.08,440.6310435,222.3908513,218.1070552
49037214S,MANCMP_S17_02V_ALL,FTUN 1495 S17-02V Allocation,2/2/2021,1400.691,484.3817859,223.3199241,217.9636949
49037215E,MANCMP_S17_03V_ALL,FTUN 1495 S17-03V Allocation,2/2/2021,1342.366,504.6071242,224.3498925,218.0514125
49037216E,POLAR_BAR_2,Polar Bar 2,2/2/2021,260.7138,,,177.137704
49037217E,POWDER_MNT_34_26S2SR,Powder Mnt  34-26 s2sr,2/2/2021,59.26405,,,377.3408168
49037218E,WEST_SLOPE_33_32,West Slope  33-32,2/2/2021,81.50715,,,148.0746674
49037065E,BARCAD_1496_05V,Barricade 1496-S26-05V All-BLM,2/3/2021,164.5394,,,178.5274004
49037074E,BARCAD_1496_16V,Barricade 1496-S26-16V All-BLM,2/3/2021,210.1578,,,220.6937321
49037103E,BARCAD_1595_11V,Barricade 1595-S31-11V Alloc,2/3/2021,466.122,,,59.84419866
49037106E,BARCAD_1595_16V,Barricade 1595-S31-16V Alloc,2/3/2021,954.8303,,,215.3400711
49037058E,BARCAD_21_11H_M,Barricade 21-11H M,2/3/2021,225.4263,,,238.3260425
49037113E,BARCAD_22_06_CP,Barricade 22-06 Sales,2/3/2021,532.6923,,,210.5702817
49037114E,BARCAD_22_06H_4H,Barricade 22-06H 4H,2/3/2021,382.3769,,,40.5293627
49037117E,BARCAD_22_06H_5H,Barricade 22-06H 5H,2/3/2021,242.9326,,,37.10109497
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,2/3/2021,844.5032,,,216.3104783
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,2/3/2021,146.6324,208.5331692,82.33944542,40.08484955
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,2/3/2021,750.8939,347.1031135,-6.41016974,218.1454408
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,2/3/2021,,,,
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,2/3/2021,296.67,,,64.99006253
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,2/3/2021,702.9131,,,68.51157811
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,2/3/2021,170.9072,,,24.53393913
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,2/3/2021,1757.47,,,217.0555043
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,2/3/2021,820.1645,,,30.57806538
49037132E,BARCAD_41_6_MH_2,Barricade 41-6 MH 2,2/3/2021,725.2473,,,28.19315652
49037143E,BARCAD_41_SW_6D,Barricade 41 SW-6D,2/3/2021,162.234,,,24.85637986
49037097E,BARCAD_S31_1116_CP,Barricade 1595-S31-11V-16V Check,2/3/2021,1364.304,,,213.0013876
49037150E,BARCAD_UNIT_11_7,Barricade Unit 11-7,2/3/2021,,,,
49037151E,BARCAD_UNIT_14_1_CP,Barricade Unit 14-1 CP,2/3/2021,673.9785,,,238.5524434
49037152E,BARCAD_UNIT_14_1H_1,Barricade Unit 14-1H 1,2/3/2021,616.4258,,,83.54450441
49037153E,BARCAD_UNIT_14_1V,Barricade Unit 14-1V,2/3/2021,132.8282,,,344.0587352
49037110E,BARCAD_UNIT_24_36,Barricade Unit 24-36,2/3/2021,137.1467,,,98.17591921
49037149E,BARCAD_UNIT_44_1S2M,BARRICADE 44-1 SWD BB,2/3/2021,17.8324,,,118.4639458
49037159E,CEPO_FEDERAL_03_19ST,Cepo Federal  03-19ST,2/3/2021,,,,
49037166E,CEPO_FEDERAL_20_17,Cepo Federal  20-17,2/3/2021,1083.007,,,216.4317861
49037167E:49037168E,CEPO_FEDERAL_23_07_M,Cepo Federal  23-07 M,2/3/2021,,,,
49037193E,ENDUR_41_29_CP,Endurance 41-29 CP,2/3/2021,889.6987,,,213.7199811
49037194E,ENDUR_41_29_S1LH_2,Endurance 41-29 S1LH 2,2/3/2021,244.6492,,,52.08376616
49037195E,ENDUR_41_29_S1MH_2,Endurance 41-29 S1MH 2,2/3/2021,160.3172,,,54.52832433
49037196E,ENDUR_41_29_S1UH_2,Endurance 41-29 S1UH 2,2/3/2021,593.7996,,,62.63762425
49037174E:49037173E,ENDUR_S29_18V_ALL,Endurance S29 18V Allocation,2/3/2021,299.3737,,,49.69355143
49037178E:49037190E,ENDUR_S29_29V_ALL,Endurance S29 29V Allocation,2/3/2021,130.0546,,,46.50606859
49037179E:49037181E,ENDUR_S32_13V_ALL,Endurance S32 13V Allocation,2/3/2021,165.6978,,,51.83084773
49037179E:49037184E,ENDUR_S32_19V_ALL,Endurance S32 19V Allocation,2/3/2021,138.1694,,,47.56076117
49037179E:49037185E,ENDUR_S32_21V_ALL,Endurance S32 21V Allocation,2/3/2021,159.6768,,,43.44716048
49037180E,ENDUR_S32_25V_ALL,Endurance S32 25V Allocation,2/3/2021,218.8224,,,54.32479651
49037182E,ENDUR_S32_26V_ALL,Endurance S32 26V Allocation,2/3/2021,434.0965,,,201.8044922
49037201S,ENDUR_S32_7WP_CK,Endurance S32 1595 Sales Check,2/3/2021,1392.37,,,209.6336258
49037198E,ENDUR_S32_7WP_CMP1,Endurance S32 1595 Comp.1,2/3/2021,642.5363,,,214.1166871
49037199S,ENDUR_S32_7WP_CMP2,Endurance S32 1595 Comp.2,2/3/2021,416.9577,,,213.4846416
49037200S,ENDUR_S32_7WP_FG,Endurance S32 1595 Fuel Gas,2/3/2021,129.9621,,,106.4710177
49037204S,ENDUR_UNIT_21_32,Endurance Unit 21-32,2/3/2021,5.845861,,,36.32834159
49037202S,ENDUR_UNIT_23_5,Endurance Unit  23-5,2/3/2021,150.0777,,,417.3377722
49037219E,ENDUR_UNIT_23_5_GL,Endurance 23-5 Gas Lift Meter,2/3/2021,575.5261,,,433.8304385
49037206E,ENDUR_UNIT_44_29,Endurance Unit 44-29,2/3/2021,111.269,,,208.8857241
49037203S,ENDUR_UNIT_44_32,Endurance Unit  44-32,2/3/2021,172.1242,,,86.77564074
49037210E,MANCMP_FTUN_CK,ManCamp Sales Check,2/3/2021,5596.775,,,243.791018
49037209E,MANCMP_FTUN_FG,ManCamp Fuel Gas,2/3/2021,30.59893,,,109.8714593
49037211S,MANCMP_FTUN_VRU,ManCamp VRU,2/3/2021,0,,,11.44374377
49037212S,MANCMP_S08_23V_ALL,FTUN 1495 S08-23V Allocation,2/3/2021,1660.56,725.1911239,240.8797777,235.0186854
49037213S,MANCMP_S08_24V_ALL,FTUN 1495 S08-24V Allocation,2/3/2021,1069.496,441.6037545,238.1810391,234.8614174
49037214S,MANCMP_S17_02V_ALL,FTUN 1495 S17-02V Allocation,2/3/2021,1370.001,486.6275833,240.004549,234.6717086
49037215E,MANCMP_S17_03V_ALL,FTUN 1495 S17-03V Allocation,2/3/2021,1309.368,506.4175012,239.6401022,234.799121
49037216E,POLAR_BAR_2,Polar Bar 2,2/3/2021,259.5167,,,198.4242261
49037217E,POWDER_MNT_34_26S2SR,Powder Mnt  34-26 s2sr,2/3/2021,22.30364,,,363.8515525
49037218E,WEST_SLOPE_33_32,West Slope  33-32,2/3/2021,51.58431,,,239.3727664
49037065E,BARCAD_1496_05V,Barricade 1496-S26-05V All-BLM,2/4/2021,160.7375,,,136.8381944
49037074E,BARCAD_1496_16V,Barricade 1496-S26-16V All-BLM,2/4/2021,202.5614,,,205.5619886
49037103E,BARCAD_1595_11V,Barricade 1595-S31-11V Alloc,2/4/2021,458.0866,,,60.44068369
49037106E,BARCAD_1595_16V,Barricade 1595-S31-16V Alloc,2/4/2021,927.4978,,,196.9692298
49037058E,BARCAD_21_11H_M,Barricade 21-11H M,2/4/2021,238.2612,,,220.6790566
49037113E,BARCAD_22_06_CP,Barricade 22-06 Sales,2/4/2021,524.3184,,,192.5127922
49037114E,BARCAD_22_06H_4H,Barricade 22-06H 4H,2/4/2021,383.846,,,40.07612019
49037117E,BARCAD_22_06H_5H,Barricade 22-06H 5H,2/4/2021,235.1066,,,36.70606883
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,2/4/2021,866.2182,,,198.4932013
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,2/4/2021,182.4408,166.3475636,75.171846,39.16552323
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,2/4/2021,747.5844,343.7281585,-6.727023769,200.2111668
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,2/4/2021,,,,
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,2/4/2021,296.8901,,,64.58532376
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,2/4/2021,692.256,,,65.96193499
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,2/4/2021,163.2775,,,23.32925058
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,2/4/2021,1737.851,,,198.1151411
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,2/4/2021,837.2982,,,29.30372193
49037132E,BARCAD_41_6_MH_2,Barricade 41-6 MH 2,2/4/2021,712.64,,,27.25356263
49037143E,BARCAD_41_SW_6D,Barricade 41 SW-6D,2/4/2021,152.8823,,,23.58168252
49037097E,BARCAD_S31_1116_CP,Barricade 1595-S31-11V-16V Check,2/4/2021,1323.162,,,194.9149036
49037150E,BARCAD_UNIT_11_7,Barricade Unit 11-7,2/4/2021,,,,
49037151E,BARCAD_UNIT_14_1_CP,Barricade Unit 14-1 CP,2/4/2021,657.599,,,219.2249346
49037152E,BARCAD_UNIT_14_1H_1,Barricade Unit 14-1H 1,2/4/2021,613.7521,,,82.25917326
49037153E,BARCAD_UNIT_14_1V,Barricade Unit 14-1V,2/4/2021,115.2865,,,347.4574494
49037110E,BARCAD_UNIT_24_36,Barricade Unit 24-36,2/4/2021,146.0246,,,109.3507546
49037149E,BARCAD_UNIT_44_1S2M,BARRICADE 44-1 SWD BB,2/4/2021,19.65287,,,119.3973331
49037159E,CEPO_FEDERAL_03_19ST,Cepo Federal  03-19ST,2/4/2021,,,,
49037166E,CEPO_FEDERAL_20_17,Cepo Federal  20-17,2/4/2021,1079.793,,,215.5824037
49037167E:49037168E,CEPO_FEDERAL_23_07_M,Cepo Federal  23-07 M,2/4/2021,151.3142,,,219.07002
49037193E,ENDUR_41_29_CP,Endurance 41-29 CP,2/4/2021,,,,
49037194E,ENDUR_41_29_S1LH_2,Endurance 41-29 S1LH 2,2/4/2021,217.849,,,55.67465513
49037195E,ENDUR_41_29_S1MH_2,Endurance 41-29 S1MH 2,2/4/2021,147.3084,,,54.14038844
49037196E,ENDUR_41_29_S1UH_2,Endurance 41-29 S1UH 2,2/4/2021,594.791,,,62.75395293
49037174E:49037173E,ENDUR_S29_18V_ALL,Endurance S29 18V Allocation,2/4/2021,315.8488,,,48.15444863
49037178E:49037190E,ENDUR_S29_29V_ALL,Endurance S29 29V Allocation,2/4/2021,132.5488,,,45.16338542
49037179E:49037181E,ENDUR_S32_13V_ALL,Endurance S32 13V Allocation,2/4/2021,163.1154,,,47.28983886
49037179E:49037184E,ENDUR_S32_19V_ALL,Endurance S32 19V Allocation,2/4/2021,185.7008,,,50.75958936
49037179E:49037185E,ENDUR_S32_21V_ALL,Endurance S32 21V Allocation,2/4/2021,151.5227,,,40.38556406
49037180E,ENDUR_S32_25V_ALL,Endurance S32 25V Allocation,2/4/2021,209.7102,,,48.16486961
49037182E,ENDUR_S32_26V_ALL,Endurance S32 26V Allocation,2/4/2021,479.1759,,,182.8769354
49037201S,ENDUR_S32_7WP_CK,Endurance S32 1595 Sales Check,2/4/2021,1280.56,,,191.8516961
49037198E,ENDUR_S32_7WP_CMP1,Endurance S32 1595 Comp.1,2/4/2021,597.7196,,,196.9590948
49037199S,ENDUR_S32_7WP_CMP2,Endurance S32 1595 Comp.2,2/4/2021,516.485,,,196.3685751
49037200S,ENDUR_S32_7WP_FG,Endurance S32 1595 Fuel Gas,2/4/2021,129.04,,,103.6193565
49037204S,ENDUR_UNIT_21_32,Endurance Unit 21-32,2/4/2021,0.2532986,,,43.01411833
49037202S,ENDUR_UNIT_23_5,Endurance Unit  23-5,2/4/2021,148.2405,,,421.9701886
49037219E,ENDUR_UNIT_23_5_GL,Endurance 23-5 Gas Lift Meter,2/4/2021,583.1098,,,437.2566208
49037206E,ENDUR_UNIT_44_29,Endurance Unit 44-29,2/4/2021,109.9317,,,193.1623775
49037203S,ENDUR_UNIT_44_32,Endurance Unit  44-32,2/4/2021,194.0758,,,71.34951463
49037210E,MANCMP_FTUN_CK,ManCamp Sales Check,2/4/2021,5475.786,,,226.9461688
49037209E,MANCMP_FTUN_FG,ManCamp Fuel Gas,2/4/2021,32.35358,,,108.5266462
49037211S,MANCMP_FTUN_VRU,ManCamp VRU,2/4/2021,0,,,11.09118919
49037212S,MANCMP_S08_23V_ALL,FTUN 1495 S08-23V Allocation,2/4/2021,1683.863,723.6865998,223.746064,217.5705843
49037213S,MANCMP_S08_24V_ALL,FTUN 1495 S08-24V Allocation,2/4/2021,1097.978,438.408786,220.5272567,217.3440189
49037214S,MANCMP_S17_02V_ALL,FTUN 1495 S17-02V Allocation,2/4/2021,1399.668,484.0610964,220.1762772,217.2074917
49037215E,MANCMP_S17_03V_ALL,FTUN 1495 S17-03V Allocation,2/4/2021,1327.089,504.7594594,223.189099,217.3281874
49037216E,POLAR_BAR_2,Polar Bar 2,2/4/2021,253.6759,,,174.9082145
49037217E,POWDER_MNT_34_26S2SR,Powder Mnt  34-26 s2sr,2/4/2021,30.33163,,,380.4808764
49037218E,WEST_SLOPE_33_32,West Slope  33-32,2/4/2021,28.30727,,,163.9106647
49037065E,BARCAD_1496_05V,Barricade 1496-S26-05V All-BLM,2/5/2021,124.9901,,,168.7141552
49037074E,BARCAD_1496_16V,Barricade 1496-S26-16V All-BLM,2/5/2021,208.9936,,,211.7518861
49037103E,BARCAD_1595_11V,Barricade 1595-S31-11V Alloc,2/5/2021,466.9194,,,55.50708361
49037106E,BARCAD_1595_16V,Barricade 1595-S31-16V Alloc,2/5/2021,968.811,,,195.428759
49037058E,BARCAD_21_11H_M,Barricade 21-11H M,2/5/2021,225.1641,,,228.8554086
49037113E,BARCAD_22_06_CP,Barricade 22-06 Sales,2/5/2021,524.6036,,,190.2033425
49037114E,BARCAD_22_06H_4H,Barricade 22-06H 4H,2/5/2021,,,,
49037117E,BARCAD_22_06H_5H,Barricade 22-06H 5H,2/5/2021,235.5025,,,37.80012172
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,2/5/2021,858.4183,,,196.3759884
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,2/5/2021,157.9815,148.128227,72.27040592,34.38361831
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,2/5/2021,757.0953,342.9536367,-6.604336395,197.9612327
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,2/5/2021,,,,
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,2/5/2021,302.7859,,,64.50306649
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,2/5/2021,697.6155,,,66.38713996
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,2/5/2021,173.4123,,,25.26234968
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,2/5/2021,1720.653,,,196.4553871
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,2/5/2021,817.8223,,,30.53270528
49037132E,BARCAD_41_6_MH_2,Barricade 41-6 MH 2,2/5/2021,711.069,,,28.72047927
49037143E,BARCAD_41_SW_6D,Barricade 41 SW-6D,2/5/2021,158.2771,,,24.76207855
49037097E,BARCAD_S31_1116_CP,Barricade 1595-S31-11V-16V Check,2/5/2021,1368.755,,,193.5122798
49037150E,BARCAD_UNIT_11_7,Barricade Unit 11-7,2/5/2021,,,,
49037151E,BARCAD_UNIT_14_1_CP,Barricade Unit 14-1 CP,2/5/2021,539.0065,,,225.5469995
49037152E,BARCAD_UNIT_14_1H_1,Barricade Unit 14-1H 1,2/5/2021,611.0186,,,84.56770609
49037153E,BARCAD_UNIT_14_1V,Barricade Unit 14-1V,2/5/2021,113.6667,,,357.3874044
49037110E,BARCAD_UNIT_24_36,Barricade Unit 24-36,2/5/2021,138.8953,,,86.41252503
49037149E,BARCAD_UNIT_44_1S2M,BARRICADE 44-1 SWD BB,2/5/2021,18.39094,,,119.6869356
49037159E,CEPO_FEDERAL_03_19ST,Cepo Federal  03-19ST,2/5/2021,,,,
49037166E,CEPO_FEDERAL_20_17,Cepo Federal  20-17,2/5/2021,1090.955,,,218.7470043
49037167E:49037168E,CEPO_FEDERAL_23_07_M,Cepo Federal  23-07 M,2/5/2021,150.053,,,217.98636
49037193E,ENDUR_41_29_CP,Endurance 41-29 CP,2/5/2021,878.751,,,187.8262
49037194E,ENDUR_41_29_S1LH_2,Endurance 41-29 S1LH 2,2/5/2021,238.5924,,,54.37902641
49037195E,ENDUR_41_29_S1MH_2,Endurance 41-29 S1MH 2,2/5/2021,158.9059,,,56.57424452
49037196E,ENDUR_41_29_S1UH_2,Endurance 41-29 S1UH 2,2/5/2021,594.3643,,,61.15014448
49037174E:49037173E,ENDUR_S29_18V_ALL,Endurance S29 18V Allocation,2/5/2021,310.6808,,,48.07679993
49037178E:49037190E,ENDUR_S29_29V_ALL,Endurance S29 29V Allocation,2/5/2021,132.5488,,,45.28428442
49037179E:49037181E,ENDUR_S32_13V_ALL,Endurance S32 13V Allocation,2/5/2021,172.2951,,,47.71079669
49037179E:49037184E,ENDUR_S32_19V_ALL,Endurance S32 19V Allocation,2/5/2021,185.7008,,,58.5132716
49037179E:49037185E,ENDUR_S32_21V_ALL,Endurance S32 21V Allocation,2/5/2021,150.5964,,,42.46254294
49037180E,ENDUR_S32_25V_ALL,Endurance S32 25V Allocation,2/5/2021,210.1398,,,50.32345084
49037182E,ENDUR_S32_26V_ALL,Endurance S32 26V Allocation,2/5/2021,540.0064,,,182.0789173
49037201S,ENDUR_S32_7WP_CK,Endurance S32 1595 Sales Check,2/5/2021,1417.151,,,190.1619146
49037198E,ENDUR_S32_7WP_CMP1,Endurance S32 1595 Comp.1,2/5/2021,601.8287,,,194.9692387
49037199S,ENDUR_S32_7WP_CMP2,Endurance S32 1595 Comp.2,2/5/2021,523.2236,,,194.2505367
49037200S,ENDUR_S32_7WP_FG,Endurance S32 1595 Fuel Gas,2/5/2021,130.3688,,,103.6928505
49037204S,ENDUR_UNIT_21_32,Endurance Unit 21-32,2/5/2021,25.91379,,,42.6863044
49037202S,ENDUR_UNIT_23_5,Endurance Unit  23-5,2/5/2021,143.365,,,429.7211307
49037219E,ENDUR_UNIT_23_5_GL,Endurance 23-5 Gas Lift Meter,2/5/2021,574.9712,,,435.7729059
49037206E,ENDUR_UNIT_44_29,Endurance Unit 44-29,2/5/2021,108.4957,,,188.7305989
49037203S,ENDUR_UNIT_44_32,Endurance Unit  44-32,2/5/2021,210.3416,,,71.21492432
49037210E,MANCMP_FTUN_CK,ManCamp Sales Check,2/5/2021,5574.022,,,226.403412
49037209E,MANCMP_FTUN_FG,ManCamp Fuel Gas,2/5/2021,33.57255,,,108.7400577
49037211S,MANCMP_FTUN_VRU,ManCamp VRU,2/5/2021,0,,,11.26313427
49037212S,MANCMP_S08_23V_ALL,FTUN 1495 S08-23V Allocation,2/5/2021,1689.449,722.4925017,223.9246472,217.3828055
49037213S,MANCMP_S08_24V_ALL,FTUN 1495 S08-24V Allocation,2/5/2021,1094.293,436.3348641,220.5198546,217.1430253
49037214S,MANCMP_S17_02V_ALL,FTUN 1495 S17-02V Allocation,2/5/2021,1395.913,482.9261253,221.5939977,217.0248483
49037215E,MANCMP_S17_03V_ALL,FTUN 1495 S17-03V Allocation,2/5/2021,1328.984,503.7154763,223.3641621,217.1257317
49037216E,POLAR_BAR_2,Polar Bar 2,2/5/2021,259.2355,,,179.855268
49037217E,POWDER_MNT_34_26S2SR,Powder Mnt  34-26 s2sr,2/5/2021,25.14831,,,314.9713252
49037218E,WEST_SLOPE_33_32,West Slope  33-32,2/5/2021,28.30713,,,226.4764132
49037065E,BARCAD_1496_05V,Barricade 1496-S26-05V All-BLM,2/6/2021,142.5032,,,174.6908731
49037074E,BARCAD_1496_16V,Barricade 1496-S26-16V All-BLM,2/6/2021,213.4506,,,220.2045491
49037103E,BARCAD_1595_11V,Barricade 1595-S31-11V Alloc,2/6/2021,467.7712,,,57.80988418
49037106E,BARCAD_1595_16V,Barricade 1595-S31-16V Alloc,2/6/2021,945.8714,,,197.5595235
49037058E,BARCAD_21_11H_M,Barricade 21-11H M,2/6/2021,249.8566,,,233.7322417
49037113E,BARCAD_22_06_CP,Barricade 22-06 Sales,2/6/2021,525.0874,,,191.8456538
49037114E,BARCAD_22_06H_4H,Barricade 22-06H 4H,2/6/2021,,,,
49037117E,BARCAD_22_06H_5H,Barricade 22-06H 5H,2/6/2021,234.0166,,,36.48587759
49037118E,BARCAD_23_31_CP,Barricade 23-31 Sales,2/6/2021,850.3627,,,198.6459163
49037119E,BARCAD_23_31H_2H,Barricade 23-31H 2H,2/6/2021,159.0207,149.2191067,62.10435639,35.54444846
49037121E,BARCAD_23_31H_3H,Barricade 23-31H 3H,2/6/2021,758.2847,342.1767711,-6.533251713,200.1323077
49037122E,BARCAD_24_36_CP,Barricade 24-36 CP,2/6/2021,,,,
49037124E,BARCAD_24_36_S1LH_1,Barricade 24-36 S1LH 1,2/6/2021,296.6518,,,60.00249252
49037134E,BARCAD_24_36_S2MH_1,Barricade 24-36 S2MH 1,2/6/2021,697.405,,,62.67814412
49037133E,BARCAD_32_NE_6D,Barricade 32 NE-6D,2/6/2021,167.4031,,,24.69427258
49037145E,BARCAD_41_6_CP,Barricade 41-6 CP,2/6/2021,1707.925,,,198.5931638
49037128E,BARCAD_41_6_LH_2,Barricade 41-6 LH 2,2/6/2021,824.4269,,,30.38628509
49037132E,BARCAD_41_6_MH_2,Barricade 41-6 MH 2,2/6/2021,715.1918,,,28.80703208
49037143E,BARCAD_41_SW_6D,Barricade 41 SW-6D,2/6/2021,127.9645,,,23.59942356
49037097E,BARCAD_S31_1116_CP,Barricade 1595-S31-11V-16V Check,2/6/2021,1347.381,,,195.6518911
49037150E,BARCAD_UNIT_11_7,Barricade Unit 11-7,2/6/2021,,,,
49037151E,BARCAD_UNIT_14_1_CP,Barricade Unit 14-1 CP,2/6/2021,578.6734,,,229.4042552
49037152E,BARCAD_UNIT_14_1H_1,Barricade Unit 14-1H 1,2/6/2021,599.8923,,,83.53306106
49037153E,BARCAD_UNIT_14_1V,Barricade Unit 14-1V,2/6/2021,119.937,,,344.8150711
49037110E,BARCAD_UNIT_24_36,Barricade Unit 24-36,2/6/2021,141.9143,,,96.64455505
49037149E,BARCAD_UNIT_44_1S2M,BARRICADE 44-1 SWD BB,2/6/2021,17.40421,,,119.6037358
49037159E,CEPO_FEDERAL_03_19ST,Cepo Federal  03-19ST,2/6/2021,,,,
49037166E,CEPO_FEDERAL_20_17,Cepo Federal  20-17,2/6/2021,1096.111,,,212.5819246
